timestamp,service,cpu_utilization,rps,latency_p95_ms,error_rate,mem_mb,node
2026-06-13T19:50:00,payments,0.3,1.667,1.16,0.0,54.0,node-1
2026-06-13T19:50:00,auth,0.3,1.2,1.25,0.0,54.1,node-1
2026-06-13T19:50:00,checkout,0.3,1.733,1.24,0.0,54.0,node-2
2026-06-13T19:50:00,fraud,0.2,0.933,1.31,0.0,53.7,node-2
2026-06-13T19:51:00,payments,0.5,2.267,1.16,0.0,54.0,node-1
2026-06-13T19:51:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T19:51:00,checkout,0.3,1.867,1.24,0.0,54.0,node-2
2026-06-13T19:51:00,fraud,0.1,0.533,1.31,0.0,53.7,node-2
2026-06-13T19:52:00,payments,0.3,2.2,1.16,0.0,54.0,node-1
2026-06-13T19:52:00,auth,0.3,1.333,1.25,0.0,54.1,node-1
2026-06-13T19:52:00,checkout,0.3,1.4,1.24,0.0,54.0,node-2
2026-06-13T19:52:00,fraud,0.2,1.067,1.31,0.0,53.7,node-2
2026-06-13T19:53:00,payments,0.4,2.2,1.16,0.0,54.0,node-1
2026-06-13T19:53:00,auth,0.2,1.333,1.25,0.0,54.1,node-1
2026-06-13T19:53:00,checkout,0.3,2.067,1.24,0.0,54.0,node-2
2026-06-13T19:53:00,fraud,0.2,0.6,1.31,0.0,53.7,node-2
2026-06-13T19:54:00,payments,0.4,2.4,1.16,0.0,54.0,node-1
2026-06-13T19:54:00,auth,0.3,1.067,1.25,0.0,54.1,node-1
2026-06-13T19:54:00,checkout,0.3,2.0,1.24,0.0,54.0,node-2
2026-06-13T19:54:00,fraud,0.2,1.0,1.31,0.0,53.7,node-2
2026-06-13T19:55:00,payments,0.5,3.0,1.16,0.0,54.0,node-1
2026-06-13T19:55:00,auth,0.1,0.8,1.24,0.0,54.1,node-1
2026-06-13T19:55:00,checkout,0.3,2.0,1.24,0.0,54.0,node-2
2026-06-13T19:55:00,fraud,0.1,0.733,1.31,0.0,53.7,node-2
2026-06-13T19:56:00,payments,0.4,2.6,1.15,0.0,54.0,node-1
2026-06-13T19:56:00,auth,0.3,1.667,1.24,0.0,54.1,node-1
2026-06-13T19:56:00,checkout,0.3,1.733,1.24,0.0,54.0,node-2
2026-06-13T19:56:00,fraud,0.2,0.733,1.29,0.0,53.7,node-2
2026-06-13T19:57:00,payments,0.5,2.667,1.14,0.0,54.0,node-1
2026-06-13T19:57:00,auth,0.2,1.133,1.24,0.0,54.1,node-1
2026-06-13T19:57:00,checkout,0.3,2.067,1.24,0.0,54.0,node-2
2026-06-13T19:57:00,fraud,0.2,1.0,1.31,0.0,53.7,node-2
2026-06-13T19:58:00,payments,0.5,3.4,1.14,0.0,54.0,node-1
2026-06-13T19:58:00,auth,0.2,0.8,1.24,0.0,54.1,node-1
2026-06-13T19:58:00,checkout,0.4,2.067,1.24,0.0,54.0,node-2
2026-06-13T19:58:00,fraud,0.1,0.667,1.31,0.0,53.7,node-2
2026-06-13T19:59:00,payments,0.4,2.267,1.14,0.0,54.0,node-1
2026-06-13T19:59:00,auth,0.3,1.933,1.24,0.0,54.1,node-1
2026-06-13T19:59:00,checkout,0.3,1.867,1.24,0.0,54.0,node-2
2026-06-13T19:59:00,fraud,0.2,0.933,1.31,0.0,53.7,node-2
2026-06-13T20:00:00,payments,0.4,2.4,1.14,0.0,54.0,node-1
2026-06-13T20:00:00,auth,0.3,1.467,1.24,0.0,54.1,node-1
2026-06-13T20:00:00,checkout,0.3,2.0,1.24,0.0,54.0,node-2
2026-06-13T20:00:00,fraud,0.2,1.2,1.31,0.0,53.7,node-2
2026-06-13T20:01:00,payments,0.5,2.8,1.15,0.0,54.0,node-1
2026-06-13T20:01:00,auth,0.2,0.733,1.24,0.0,54.1,node-1
2026-06-13T20:01:00,checkout,0.5,2.267,1.22,0.0,54.0,node-2
2026-06-13T20:01:00,fraud,0.2,1.2,1.31,0.0,53.7,node-2
2026-06-13T20:02:00,payments,0.3,2.133,1.12,0.0,54.0,node-1
2026-06-13T20:02:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:02:00,checkout,0.3,2.6,1.22,0.0,54.0,node-2
2026-06-13T20:02:00,fraud,0.3,1.133,1.29,0.0,53.7,node-2
2026-06-13T20:03:00,payments,0.5,2.533,1.12,0.0,54.0,node-1
2026-06-13T20:03:00,auth,0.3,1.667,1.24,0.0,54.1,node-1
2026-06-13T20:03:00,checkout,0.3,1.867,1.22,0.0,54.0,node-2
2026-06-13T20:03:00,fraud,0.1,0.733,1.3,0.0,53.7,node-2
2026-06-13T20:04:00,payments,0.4,2.533,1.12,0.0,54.0,node-1
2026-06-13T20:04:00,auth,0.3,1.333,1.24,0.0,54.1,node-1
2026-06-13T20:04:00,checkout,0.3,1.6,1.22,0.0,54.0,node-2
2026-06-13T20:04:00,fraud,0.3,1.333,1.29,0.0,53.7,node-2
2026-06-13T20:05:00,payments,0.4,2.4,1.12,0.0,54.0,node-1
2026-06-13T20:05:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:05:00,checkout,0.3,1.867,1.22,0.0,54.0,node-2
2026-06-13T20:05:00,fraud,0.2,1.2,1.29,0.0,53.7,node-2
2026-06-13T20:06:00,payments,0.4,2.067,1.12,0.0,54.0,node-1
2026-06-13T20:06:00,auth,0.3,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:06:00,checkout,0.4,2.333,1.21,0.0,54.0,node-2
2026-06-13T20:06:00,fraud,0.1,0.867,1.29,0.0,53.7,node-2
2026-06-13T20:07:00,payments,0.3,2.533,1.12,0.0,54.0,node-1
2026-06-13T20:07:00,auth,0.2,1.2,1.24,0.0,54.1,node-1
2026-06-13T20:07:00,checkout,0.3,2.067,1.21,0.0,54.0,node-2
2026-06-13T20:07:00,fraud,0.2,0.4,1.29,0.0,53.7,node-2
2026-06-13T20:08:00,payments,0.3,1.933,1.12,0.0,54.0,node-1
2026-06-13T20:08:00,auth,0.1,0.6,1.24,0.0,54.1,node-1
2026-06-13T20:08:00,checkout,0.3,2.2,1.21,0.0,54.0,node-2
2026-06-13T20:08:00,fraud,0.2,1.267,1.29,0.0,53.7,node-2
2026-06-13T20:09:00,payments,0.3,2.133,1.12,0.0,54.0,node-1
2026-06-13T20:09:00,auth,0.3,1.2,1.24,0.0,54.1,node-1
2026-06-13T20:09:00,checkout,0.3,1.867,1.21,0.0,54.0,node-2
2026-06-13T20:09:00,fraud,0.1,0.533,1.29,0.0,53.7,node-2
2026-06-13T20:10:00,payments,0.4,2.6,1.12,0.0,54.0,node-1
2026-06-13T20:10:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:10:00,checkout,0.3,1.133,1.21,0.0,54.0,node-2
2026-06-13T20:10:00,fraud,0.2,0.667,1.29,0.0,53.7,node-2
2026-06-13T20:11:00,payments,0.3,1.8,1.12,0.0,54.0,node-1
2026-06-13T20:11:00,auth,0.3,1.333,1.23,0.0,54.1,node-1
2026-06-13T20:11:00,checkout,0.3,1.733,1.21,0.0,54.0,node-2
2026-06-13T20:11:00,fraud,0.1,0.4,1.29,0.0,53.7,node-2
2026-06-13T20:12:00,payments,0.3,1.733,1.11,0.0,54.0,node-1
2026-06-13T20:12:00,auth,0.1,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:12:00,checkout,0.2,1.333,1.21,0.0,54.0,node-2
2026-06-13T20:12:00,fraud,0.2,1.133,1.27,0.0,53.7,node-2
2026-06-13T20:13:00,payments,0.3,1.933,1.09,0.0,54.0,node-1
2026-06-13T20:13:00,auth,0.2,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:13:00,checkout,0.3,1.267,1.21,0.0,54.0,node-2
2026-06-13T20:13:00,fraud,0.2,0.733,1.29,0.0,53.7,node-2
2026-06-13T20:14:00,payments,0.4,1.8,1.09,0.0,54.0,node-1
2026-06-13T20:14:00,auth,0.3,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:14:00,checkout,0.2,1.2,1.21,0.0,54.0,node-2
2026-06-13T20:14:00,fraud,0.1,0.467,1.27,0.0,53.7,node-2
2026-06-13T20:15:00,payments,0.3,1.667,1.13,0.0,54.0,node-1
2026-06-13T20:15:00,auth,0.2,1.0,1.23,0.0,54.1,node-1
2026-06-13T20:15:00,checkout,0.2,0.8,1.21,0.0,54.0,node-2
2026-06-13T20:15:00,fraud,0.3,0.933,1.27,0.0,53.7,node-2
2026-06-13T20:16:00,payments,0.3,1.333,1.13,0.0,54.0,node-1
2026-06-13T20:16:00,auth,0.2,0.867,1.23,0.0,54.1,node-1
2026-06-13T20:16:00,checkout,0.2,1.467,1.21,0.0,54.0,node-2
2026-06-13T20:16:00,fraud,0.1,0.667,1.27,0.0,53.7,node-2
2026-06-13T20:17:00,payments,0.3,1.4,1.14,0.0,54.0,node-1
2026-06-13T20:17:00,auth,0.2,0.8,1.23,0.0,54.1,node-1
2026-06-13T20:17:00,checkout,0.3,1.267,1.22,0.0,54.0,node-2
2026-06-13T20:17:00,fraud,0.1,0.667,1.27,0.0,53.7,node-2
2026-06-13T20:18:00,payments,0.2,1.467,1.14,0.0,54.0,node-1
2026-06-13T20:18:00,auth,0.1,0.6,1.24,0.0,54.1,node-1
2026-06-13T20:18:00,checkout,0.2,1.133,1.22,0.0,54.0,node-2
2026-06-13T20:18:00,fraud,0.2,0.867,1.27,0.0,53.7,node-2
2026-06-13T20:19:00,payments,0.3,1.867,1.14,0.0,54.0,node-1
2026-06-13T20:19:00,auth,0.1,0.8,1.24,0.0,54.1,node-1
2026-06-13T20:19:00,checkout,0.2,1.0,1.22,0.0,54.0,node-2
2026-06-13T20:19:00,fraud,0.1,0.4,1.27,0.0,53.7,node-2
2026-06-13T20:20:00,payments,0.3,1.133,1.12,0.0,54.0,node-1
2026-06-13T20:20:00,auth,0.3,1.0,1.24,0.0,54.1,node-1
2026-06-13T20:20:00,checkout,0.3,1.4,1.22,0.0,54.0,node-2
2026-06-13T20:20:00,fraud,0.1,0.533,1.27,0.0,53.7,node-2
2026-06-13T20:21:00,payments,0.3,1.267,1.12,0.0,54.0,node-1
2026-06-13T20:21:00,auth,0.2,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:21:00,checkout,0.3,1.067,1.21,0.0,54.0,node-2
2026-06-13T20:21:00,fraud,0.1,0.533,1.27,0.0,53.7,node-2
2026-06-13T20:22:00,payments,0.3,1.733,1.12,0.0,54.0,node-1
2026-06-13T20:22:00,auth,0.1,0.733,1.24,0.0,54.1,node-1
2026-06-13T20:22:00,checkout,0.2,1.067,1.21,0.0,54.0,node-2
2026-06-13T20:22:00,fraud,0.1,0.6,1.29,0.0,53.7,node-2
2026-06-13T20:23:00,payments,0.2,1.267,1.12,0.0,54.0,node-1
2026-06-13T20:23:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:23:00,checkout,0.2,1.2,1.21,0.0,54.0,node-2
2026-06-13T20:23:00,fraud,0.3,0.733,1.29,0.0,53.7,node-2
2026-06-13T20:24:00,payments,0.3,1.267,1.12,0.0,54.0,node-1
2026-06-13T20:24:00,auth,0.1,0.667,1.24,0.0,54.1,node-1
2026-06-13T20:24:00,checkout,0.3,1.6,1.2,0.0,54.0,node-2
2026-06-13T20:24:00,fraud,0.1,0.867,1.27,0.0,53.7,node-2
2026-06-13T20:25:00,payments,0.3,1.733,1.12,0.0,54.0,node-1
2026-06-13T20:25:00,auth,0.2,0.733,1.24,0.0,54.1,node-1
2026-06-13T20:25:00,checkout,0.3,1.667,1.2,0.0,54.0,node-2
2026-06-13T20:25:00,fraud,0.1,0.333,1.29,0.0,53.7,node-2
2026-06-13T20:26:00,payments,0.3,1.6,1.12,0.0,54.0,node-1
2026-06-13T20:26:00,auth,0.2,0.933,1.24,0.0,54.1,node-1
2026-06-13T20:26:00,checkout,0.3,1.667,1.2,0.0,54.0,node-2
2026-06-13T20:26:00,fraud,0.1,0.533,1.29,0.0,53.7,node-2
2026-06-13T20:27:00,payments,0.3,1.8,1.12,0.0,54.0,node-1
2026-06-13T20:27:00,auth,0.3,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:27:00,checkout,0.3,1.267,1.18,0.0,54.0,node-2
2026-06-13T20:27:00,fraud,0.2,0.933,1.29,0.0,53.7,node-2
2026-06-13T20:28:00,payments,0.3,1.867,1.12,0.0,54.0,node-1
2026-06-13T20:28:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:28:00,checkout,0.3,1.533,1.18,0.0,54.0,node-2
2026-06-13T20:28:00,fraud,0.1,0.733,1.29,0.0,53.7,node-2
2026-06-13T20:29:00,payments,0.3,1.8,1.12,0.0,54.0,node-1
2026-06-13T20:29:00,auth,0.1,0.933,1.24,0.0,54.1,node-1
2026-06-13T20:29:00,checkout,0.3,1.533,1.2,0.0,54.0,node-2
2026-06-13T20:29:00,fraud,0.3,1.067,1.29,0.0,53.7,node-2
2026-06-13T20:30:00,payments,0.4,2.133,1.12,0.0,54.0,node-1
2026-06-13T20:30:00,auth,0.3,1.333,1.24,0.0,54.1,node-1
2026-06-13T20:30:00,checkout,0.3,1.4,1.19,0.0,54.0,node-2
2026-06-13T20:30:00,fraud,0.2,0.8,1.29,0.0,53.7,node-2
2026-06-13T20:31:00,payments,0.3,1.733,1.12,0.0,54.0,node-1
2026-06-13T20:31:00,auth,0.2,1.333,1.24,0.0,54.1,node-1
2026-06-13T20:31:00,checkout,0.3,2.267,1.2,0.0,54.0,node-2
2026-06-13T20:31:00,fraud,0.1,0.533,1.29,0.0,53.7,node-2
2026-06-13T20:32:00,payments,0.5,2.8,1.12,0.0,54.0,node-1
2026-06-13T20:32:00,auth,0.3,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:32:00,checkout,0.3,1.533,1.19,0.0,54.0,node-2
2026-06-13T20:32:00,fraud,0.1,0.667,1.29,0.0,53.7,node-2
2026-06-13T20:33:00,payments,0.4,2.467,1.12,0.0,54.0,node-1
2026-06-13T20:33:00,auth,0.2,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:33:00,checkout,0.3,1.733,1.19,0.0,54.0,node-2
2026-06-13T20:33:00,fraud,0.3,0.867,1.29,0.0,53.8,node-2
2026-06-13T20:34:00,payments,0.4,2.333,1.12,0.0,54.0,node-1
2026-06-13T20:34:00,auth,0.3,1.667,1.24,0.0,54.1,node-1
2026-06-13T20:34:00,checkout,0.4,2.0,1.2,0.0,54.0,node-2
2026-06-13T20:34:00,fraud,0.1,0.533,1.29,0.0,53.8,node-2
2026-06-13T20:35:00,payments,0.3,2.333,1.12,0.0,54.0,node-1
2026-06-13T20:35:00,auth,0.3,1.4,1.24,0.0,54.1,node-1
2026-06-13T20:35:00,checkout,0.3,1.8,1.2,0.0,54.0,node-2
2026-06-13T20:35:00,fraud,0.2,1.133,1.29,0.0,53.8,node-2
2026-06-13T20:36:00,payments,0.5,2.667,1.12,0.0,54.0,node-1
2026-06-13T20:36:00,auth,0.2,1.333,1.24,0.0,54.1,node-1
2026-06-13T20:36:00,checkout,0.3,1.867,1.2,0.0,54.0,node-2
2026-06-13T20:36:00,fraud,0.3,0.933,1.29,0.0,53.8,node-2
2026-06-13T20:37:00,payments,0.3,1.933,1.12,0.0,54.0,node-1
2026-06-13T20:37:00,auth,0.3,1.667,1.24,0.0,54.1,node-1
2026-06-13T20:37:00,checkout,0.4,2.533,1.2,0.0,54.0,node-2
2026-06-13T20:37:00,fraud,0.2,0.733,1.29,0.0,53.8,node-2
2026-06-13T20:38:00,payments,0.3,1.667,1.14,0.0,54.0,node-1
2026-06-13T20:38:00,auth,0.3,1.933,1.24,0.0,54.1,node-1
2026-06-13T20:38:00,checkout,0.4,2.267,1.2,0.0,54.0,node-2
2026-06-13T20:38:00,fraud,0.2,1.133,1.29,0.0,53.8,node-2
2026-06-13T20:39:00,payments,0.4,2.467,1.14,0.0,54.0,node-1
2026-06-13T20:39:00,auth,0.3,1.333,1.24,0.0,54.1,node-1
2026-06-13T20:39:00,checkout,0.4,2.267,1.2,0.0,54.0,node-2
2026-06-13T20:39:00,fraud,0.2,1.0,1.29,0.0,53.8,node-2
2026-06-13T20:40:00,payments,0.4,2.533,1.14,0.0,54.0,node-1
2026-06-13T20:40:00,auth,0.2,0.933,1.24,0.0,54.1,node-1
2026-06-13T20:40:00,checkout,0.4,2.533,1.21,0.0,54.0,node-2
2026-06-13T20:40:00,fraud,0.3,1.0,1.29,0.0,53.8,node-2
2026-06-13T20:41:00,payments,0.4,1.867,1.16,0.0,54.0,node-1
2026-06-13T20:41:00,auth,0.3,1.6,1.24,0.0,54.1,node-1
2026-06-13T20:41:00,checkout,0.4,2.4,1.21,0.0,54.0,node-2
2026-06-13T20:41:00,fraud,0.2,1.133,1.29,0.0,53.8,node-2
2026-06-13T20:42:00,payments,0.3,2.4,1.17,0.0,54.0,node-1
2026-06-13T20:42:00,auth,0.3,1.467,1.24,0.0,54.1,node-1
2026-06-13T20:42:00,checkout,0.3,1.733,1.2,0.0,54.0,node-2
2026-06-13T20:42:00,fraud,0.3,1.333,1.29,0.0,53.8,node-2
2026-06-13T20:43:00,payments,0.5,2.467,1.17,0.0,54.0,node-1
2026-06-13T20:43:00,auth,0.3,1.267,1.24,0.0,54.1,node-1
2026-06-13T20:43:00,checkout,0.4,1.667,1.21,0.0,54.0,node-2
2026-06-13T20:43:00,fraud,0.3,1.333,1.29,0.0,53.8,node-2
2026-06-13T20:44:00,payments,0.4,2.467,1.17,0.0,54.0,node-1
2026-06-13T20:44:00,auth,0.3,1.533,1.24,0.0,54.1,node-1
2026-06-13T20:44:00,checkout,0.3,1.867,1.22,0.0,54.0,node-2
2026-06-13T20:44:00,fraud,0.1,0.8,1.29,0.0,53.8,node-2
2026-06-13T20:45:00,payments,0.4,2.4,1.17,0.0,54.0,node-1
2026-06-13T20:45:00,auth,0.1,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:45:00,checkout,0.3,2.0,1.22,0.0,54.0,node-2
2026-06-13T20:45:00,fraud,0.3,1.0,1.29,0.0,53.8,node-2
2026-06-13T20:46:00,payments,0.5,2.8,1.17,0.0,54.0,node-1
2026-06-13T20:46:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:46:00,checkout,0.3,1.6,1.22,0.0,54.0,node-2
2026-06-13T20:46:00,fraud,0.1,0.8,1.29,0.0,53.8,node-2
2026-06-13T20:47:00,payments,0.3,1.733,1.17,0.0,54.0,node-1
2026-06-13T20:47:00,auth,0.4,1.867,1.24,0.0,54.1,node-1
2026-06-13T20:47:00,checkout,0.3,1.6,1.22,0.0,54.0,node-2
2026-06-13T20:47:00,fraud,0.3,0.933,1.29,0.0,53.8,node-2
2026-06-13T20:48:00,payments,0.4,1.933,1.18,0.0,54.0,node-1
2026-06-13T20:48:00,auth,0.1,1.133,1.24,0.0,54.1,node-1
2026-06-13T20:48:00,checkout,0.2,1.667,1.23,0.0,54.0,node-2
2026-06-13T20:48:00,fraud,0.2,1.133,1.29,0.0,53.8,node-2
2026-06-13T20:49:00,payments,0.3,1.8,1.17,0.0,54.0,node-1
2026-06-13T20:49:00,auth,0.3,1.2,1.24,0.0,54.1,node-1
2026-06-13T20:49:00,checkout,0.4,1.867,1.23,0.0,54.0,node-2
2026-06-13T20:49:00,fraud,0.2,0.8,1.29,0.0,53.8,node-2
2026-06-13T20:50:00,payments,0.5,2.0,1.17,0.0,54.0,node-1
2026-06-13T20:50:00,auth,0.2,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:50:00,checkout,0.2,1.467,1.23,0.0,54.0,node-2
2026-06-13T20:50:00,fraud,0.2,1.067,1.29,0.0,53.8,node-2
2026-06-13T20:51:00,payments,0.2,1.6,1.17,0.0,54.0,node-1
2026-06-13T20:51:00,auth,0.2,0.667,1.24,0.0,54.1,node-1
2026-06-13T20:51:00,checkout,0.4,2.2,1.22,0.0,54.0,node-2
2026-06-13T20:51:00,fraud,0.1,0.667,1.29,0.0,53.8,node-2
2026-06-13T20:52:00,payments,0.4,2.467,1.17,0.0,54.0,node-1
2026-06-13T20:52:00,auth,0.1,0.8,1.24,0.0,54.1,node-1
2026-06-13T20:52:00,checkout,0.2,0.933,1.22,0.0,54.0,node-2
2026-06-13T20:52:00,fraud,0.2,0.733,1.29,0.0,53.8,node-2
2026-06-13T20:53:00,payments,0.3,1.867,1.17,0.0,54.0,node-1
2026-06-13T20:53:00,auth,0.3,1.0,1.24,0.0,54.1,node-1
2026-06-13T20:53:00,checkout,0.3,1.2,1.23,0.0,54.0,node-2
2026-06-13T20:53:00,fraud,0.2,0.6,1.3,0.0,53.8,node-2
2026-06-13T20:54:00,payments,0.3,1.8,1.17,0.0,54.0,node-1
2026-06-13T20:54:00,auth,0.2,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:54:00,checkout,0.2,1.067,1.22,0.0,54.0,node-2
2026-06-13T20:54:00,fraud,0.1,0.867,1.29,0.0,53.8,node-2
2026-06-13T20:55:00,payments,0.3,1.533,1.17,0.0,54.0,node-1
2026-06-13T20:55:00,auth,0.2,1.067,1.24,0.0,54.1,node-1
2026-06-13T20:55:00,checkout,0.2,1.267,1.23,0.0,54.0,node-2
2026-06-13T20:55:00,fraud,0.1,0.467,1.29,0.0,53.8,node-2
2026-06-13T20:56:00,payments,0.2,1.333,1.17,0.0,54.0,node-1
2026-06-13T20:56:00,auth,0.3,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:56:00,checkout,0.3,1.333,1.22,0.0,54.0,node-2
2026-06-13T20:56:00,fraud,0.2,0.733,1.29,0.0,53.8,node-2
2026-06-13T20:57:00,payments,0.3,1.2,1.17,0.0,54.0,node-1
2026-06-13T20:57:00,auth,0.1,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:57:00,checkout,0.3,1.533,1.22,0.0,54.0,node-2
2026-06-13T20:57:00,fraud,0.1,0.467,1.29,0.0,53.8,node-2
2026-06-13T20:58:00,payments,0.3,1.4,1.17,0.0,54.0,node-1
2026-06-13T20:58:00,auth,0.3,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:58:00,checkout,0.2,1.067,1.22,0.0,54.0,node-2
2026-06-13T20:58:00,fraud,0.1,0.733,1.29,0.0,53.8,node-2
2026-06-13T20:59:00,payments,0.3,1.267,1.18,0.0,54.0,node-1
2026-06-13T20:59:00,auth,0.1,0.867,1.24,0.0,54.1,node-1
2026-06-13T20:59:00,checkout,0.2,1.133,1.21,0.0,54.0,node-2
2026-06-13T20:59:00,fraud,0.3,0.8,1.29,0.0,53.8,node-2
2026-06-13T21:00:00,payments,0.3,1.6,1.18,0.0,54.0,node-1
2026-06-13T21:00:00,auth,0.1,0.4,1.24,0.0,54.1,node-1
2026-06-13T21:00:00,checkout,0.3,1.533,1.2,0.0,54.0,node-2
2026-06-13T21:00:00,fraud,0.1,0.533,1.29,0.0,53.8,node-2
2026-06-13T21:01:00,payments,0.3,1.467,1.18,0.0,54.0,node-1
2026-06-13T21:01:00,auth,0.2,0.733,1.25,0.0,54.1,node-1
2026-06-13T21:01:00,checkout,0.2,1.2,1.2,0.0,54.0,node-2
2026-06-13T21:01:00,fraud,0.1,0.667,1.29,0.0,53.8,node-2
2026-06-13T21:02:00,payments,0.2,1.467,1.18,0.0,54.0,node-1
2026-06-13T21:02:00,auth,0.2,0.933,1.25,0.0,54.1,node-1
2026-06-13T21:02:00,checkout,0.3,1.467,1.2,0.0,54.0,node-2
2026-06-13T21:02:00,fraud,0.1,0.333,1.29,0.0,53.8,node-2
2026-06-13T21:03:00,payments,0.3,1.267,1.18,0.0,54.0,node-1
2026-06-13T21:03:00,auth,0.2,0.867,1.24,0.0,54.1,node-1
2026-06-13T21:03:00,checkout,0.2,1.2,1.2,0.0,54.0,node-2
2026-06-13T21:03:00,fraud,0.3,0.867,1.29,0.0,53.8,node-2
2026-06-13T21:04:00,payments,0.3,1.533,1.18,0.0,54.0,node-1
2026-06-13T21:04:00,auth,0.2,1.267,1.25,0.0,54.1,node-1
2026-06-13T21:04:00,checkout,0.3,1.133,1.2,0.0,54.0,node-2
2026-06-13T21:04:00,fraud,0.1,0.533,1.29,0.0,53.8,node-2
2026-06-13T21:05:00,payments,0.3,1.8,1.18,0.0,54.0,node-1
2026-06-13T21:05:00,auth,0.3,0.867,1.24,0.0,54.2,node-1
2026-06-13T21:05:00,checkout,0.3,1.467,1.2,0.0,54.0,node-2
2026-06-13T21:05:00,fraud,0.1,0.467,1.29,0.0,53.8,node-2
2026-06-13T21:06:00,payments,0.3,2.0,1.18,0.0,54.0,node-1
2026-06-13T21:06:00,auth,0.1,0.667,1.28,0.2,54.2,node-1
2026-06-13T21:06:00,checkout,0.3,1.533,1.2,0.0,54.0,node-2
2026-06-13T21:06:00,fraud,0.1,0.6,1.29,0.0,53.8,node-2
2026-06-13T21:07:00,payments,0.3,1.733,1.18,0.0,54.0,node-1
2026-06-13T21:07:00,auth,0.2,0.8,1.34,0.0833,54.2,node-1
2026-06-13T21:07:00,checkout,0.3,1.6,1.2,0.0,54.0,node-2
2026-06-13T21:07:00,fraud,0.2,0.867,1.29,0.0,53.8,node-2
2026-06-13T21:08:00,payments,0.3,1.933,1.18,0.0,54.0,node-1
2026-06-13T21:08:00,auth,0.2,1.0,1.5,0.0667,54.2,node-1
2026-06-13T21:08:00,checkout,0.3,1.4,1.2,0.0,54.0,node-2
2026-06-13T21:08:00,fraud,0.3,0.933,1.29,0.0,53.8,node-2
2026-06-13T21:09:00,payments,0.4,1.667,1.18,0.0,54.0,node-1
2026-06-13T21:09:00,auth,0.2,1.0,499.77,0.3333,54.2,node-1
2026-06-13T21:09:00,checkout,0.3,1.8,1.2,0.0,54.0,node-2
2026-06-13T21:09:00,fraud,0.1,1.0,1.28,0.0,53.8,node-2
2026-06-13T21:10:00,payments,0.4,2.333,1.19,0.0,54.0,node-1
2026-06-13T21:10:00,auth,0.2,0.8,500.59,0.25,54.2,node-1
2026-06-13T21:10:00,checkout,0.3,1.733,1.2,0.0,54.0,node-2
2026-06-13T21:10:00,fraud,0.3,0.867,1.28,0.0,53.8,node-2
2026-06-13T21:11:00,payments,0.3,1.533,1.19,0.0,54.0,node-1
2026-06-13T21:11:00,auth,0.2,1.533,500.76,0.3913,54.2,node-1
2026-06-13T21:11:00,checkout,0.3,1.867,1.2,0.0,54.0,node-2
2026-06-13T21:11:00,fraud,0.2,1.067,1.28,0.0,53.8,node-2
2026-06-13T21:12:00,payments,0.5,2.933,1.19,0.0,54.0,node-1
2026-06-13T21:12:00,auth,0.2,0.933,500.76,0.0,54.2,node-1
2026-06-13T21:12:00,checkout,0.3,1.333,1.2,0.0,54.0,node-2
2026-06-13T21:12:00,fraud,0.2,0.933,1.28,0.0,53.8,node-2
2026-06-13T21:13:00,payments,0.5,2.267,1.19,0.0,54.1,node-1
2026-06-13T21:13:00,auth,0.2,1.267,500.76,0.0,54.2,node-1
2026-06-13T21:13:00,checkout,0.3,1.733,1.22,0.0,54.0,node-2
2026-06-13T21:13:00,fraud,0.3,1.133,1.28,0.0,53.8,node-2
2026-06-13T21:14:00,payments,0.3,2.133,1.46,0.0,54.1,node-1
2026-06-13T21:14:00,auth,0.3,1.2,500.76,0.0,54.2,node-1
2026-06-13T21:14:00,checkout,0.3,2.267,1.22,0.0,54.0,node-2
2026-06-13T21:14:00,fraud,0.1,0.867,1.28,0.0,53.8,node-2
2026-06-13T21:15:00,payments,0.5,2.733,500.72,0.0,54.1,node-1
2026-06-13T21:15:00,auth,0.3,1.2,500.76,0.0,54.2,node-1
2026-06-13T21:15:00,checkout,0.3,1.8,1.22,0.0,54.0,node-2
2026-06-13T21:15:00,fraud,0.3,1.067,1.29,0.0,53.8,node-2
